Format Version,1.23,Take Name,Take 2023-08-18 03.00.49 AM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2023-08-18 03.00.50.093 AM,Capture Start Frame,177424,Total Frames in Take,359,Total Exported Frames,359,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global
114,0.950000,-0.000057,-0.000058,-0.000172,1.000000,-1.184498,-0.038868,0.351028,0.000061,0.000034,-0.000008,1.000000,-1.029596,-0.147348,0.885912
115,0.958000,-0.000003,-0.000082,-0.000131,1.000000,-1.184492,-0.038889,0.351023,0.000002,-0.000002,0.000062,1.000000,-1.029623,-0.147345,0.885925
116,0.967000,-0.000043,-0.000053,-0.000095,1.000000,-1.184516,-0.038887,0.351034,0.000065,-0.000015,-0.000017,1.000000,-1.029632,-0.147364,0.885920
117,0.975000,0.000017,-0.000059,-0.000068,1.000000,-1.184522,-0.038897,0.351033,0.000024,-0.000023,-0.000006,1.000000,-1.029651,-0.147362,0.885909
118,0.983000,0.000003,-0.000059,-0.000167,1.000000,-1.184515,-0.038879,0.351032,0.000042,-0.000007,-0.000003,1.000000,-1.029613,-0.147369,0.885920
119,0.992000,-0.000073,-0.000110,-0.000130,1.000000,-1.184502,-0.038875,0.351028,0.000071,0.000023,-0.000022,1.000000,-1.029597,-0.147354,0.885916
120,1.000000,-0.000013,-0.000118,-0.000106,1.000000,-1.184494,-0.038880,0.351027,0.000064,0.000035,-0.000023,1.000000,-1.029597,-0.147349,0.885915
121,1.008000,0.000019,-0.000107,-0.000043,1.000000,-1.184511,-0.038881,0.351029,0.000054,0.000019,-0.000033,1.000000,-1.029606,-0.147344,0.885915
122,1.017000,0.000032,-0.000070,-0.000082,1.000000,-1.184494,-0.038878,0.351024,0.000048,0.000008,-0.000012,1.000000,-1.029605,-0.147343,0.885924
123,1.025000,-0.000006,-0.000083,-0.000203,1.000000,-1.184495,-0.038869,0.351028,0.000043,0.000009,0.000009,1.000000,-1.029601,-0.147349,0.885926
124,1.033000,-0.000027,-0.000101,-0.000227,1.000000,-1.184505,-0.038881,0.351025,0.000009,0.000009,0.000060,1.000000,-1.029624,-0.147353,0.885920
125,1.042000,0.000024,-0.000109,-0.000229,1.000000,-1.184516,-0.038901,0.351024,0.000044,-0.000010,0.000005,1.000000,-1.029628,-0.147367,0.885926
126,1.050000,-0.000025,-0.000095,-0.000202,1.000000,-1.184511,-0.038888,0.351026,0.000047,-0.000015,0.000005,1.000000,-1.029624,-0.147358,0.885927
127,1.058000,-0.000016,-0.000057,-0.000163,1.000000,-1.184502,-0.038869,0.351023,0.000040,-0.000009,-0.000005,1.000000,-1.029612,-0.147357,0.885928
128,1.067000,-0.000004,-0.000112,-0.000052,1.000000,-1.184515,-0.038871,0.351023,0.000042,0.000009,-0.000006,1.000000,-1.029607,-0.147346,0.885925
129,1.075000,-0.000020,-0.000136,-0.000099,1.000000,-1.184515,-0.038884,0.351031,0.000035,0.000022,-0.000005,1.000000,-1.029602,-0.147345,0.885925
130,1.083000,-0.000047,-0.000125,-0.000192,1.000000,-1.184494,-0.038883,0.351020,0.000051,0.000035,0.000002,1.000000,-1.029595,-0.147342,0.885915
131,1.092000,-0.000059,-0.000107,-0.000256,1.000000,-1.184487,-0.038886,0.351018,-0.000000,0.000009,0.000070,1.000000,-1.029615,-0.147336,0.885924
132,1.100000,-0.000066,-0.000083,-0.000195,1.000000,-1.184511,-0.038881,0.351022,0.000043,0.000016,-0.000010,1.000000,-1.029613,-0.147352,0.885921
133,1.108000,-0.000054,-0.000074,-0.000131,1.000000,-1.184520,-0.038873,0.351022,0.000036,0.000004,-0.000001,1.000000,-1.029619,-0.147353,0.885927
134,1.117000,-0.000057,-0.000082,-0.000185,1.000000,-1.184515,-0.038862,0.351023,0.000036,-0.000006,-0.000006,1.000000,-1.029618,-0.147346,0.885929
135,1.125000,0.000005,-0.000123,-0.000233,1.000000,-1.184510,-0.038882,0.351029,0.000041,0.000012,0.000012,1.000000,-1.029609,-0.147355,0.885932
136,1.133000,-0.000035,-0.000112,-0.000162,1.000000,-1.184513,-0.038890,0.351023,0.000044,0.000007,-0.000009,1.000000,-1.029613,-0.147351,0.885929
137,1.142000,-0.000087,-0.000076,-0.000089,1.000000,-1.184516,-0.038888,0.351026,0.000052,0.000029,-0.000002,1.000000,-1.029609,-0.147358,0.885923
138,1.150000,-0.000095,-0.000123,-0.000091,1.000000,-1.184503,-0.038863,0.351030,0.000057,0.000022,-0.000015,1.000000,-1.029603,-0.147349,0.885918
139,1.158000,-0.000049,-0.000117,-0.000079,1.000000,-1.184507,-0.038864,0.351032,0.000055,0.000028,-0.000032,1.000000,-1.029598,-0.147345,0.885918
140,1.167000,0.000046,-0.000100,-0.000169,1.000000,-1.184514,-0.038878,0.351029,0.000003,0.000028,0.000022,1.000000,-1.029615,-0.147338,0.885911
141,1.175000,-0.000001,-0.000113,-0.000201,1.000000,-1.184511,-0.038881,0.351029,0.000035,0.000015,0.000010,1.000000,-1.029609,-0.147352,0.885928
142,1.183000,-0.000102,-0.000126,-0.000189,1.000000,-1.184507,-0.038863,0.351028,0.000059,0.000010,0.000003,1.000000,-1.029613,-0.147353,0.885919
143,1.192000,-0.000034,-0.000104,-0.000185,1.000000,-1.184517,-0.038869,0.351031,0.000009,-0.000005,0.000049,1.000000,-1.029630,-0.147338,0.885918
144,1.200000,0.000075,-0.000089,-0.000143,1.000000,-1.184529,-0.038877,0.351036,0.000017,-0.000000,-0.000009,1.000000,-1.029625,-0.147343,0.885919
145,1.208000,-0.000007,-0.000049,-0.000067,1.000000,-1.184518,-0.038884,0.351028,0.000037,0.000009,-0.000016,1.000000,-1.029612,-0.147343,0.885927
146,1.217000,-0.000024,-0.000097,-0.000128,1.000000,-1.184508,-0.038876,0.351030,0.000042,0.000008,0.000014,1.000000,-1.029604,-0.147342,0.885932
147,1.225000,-0.000036,-0.000105,-0.000141,1.000000,-1.184508,-0.038873,0.351027,0.000025,0.000022,0.000024,1.000000,-1.029616,-0.147341,0.885908
148,1.233000,-0.000012,-0.000111,-0.000064,1.000000,-1.184527,-0.038874,0.351028,0.000040,0.000020,-0.000014,1.000000,-1.029607,-0.147346,0.885922
149,1.242000,0.000012,-0.000112,-0.000174,1.000000,-1.184510,-0.038869,0.351027,0.000001,0.000005,0.000038,1.000000,-1.029618,-0.147326,0.885916
150,1.250000,-0.000033,-0.000094,-0.000164,1.000000,-1.184505,-0.038873,0.351022,0.000055,0.000022,-0.000005,1.000000,-1.029608,-0.147338,0.885922
151,1.258000,-0.000058,-0.000101,-0.000110,1.000000,-1.184518,-0.038882,0.351027,0.000019,0.000014,0.000020,1.000000,-1.029628,-0.147349,0.885912
152,1.267000,-0.000012,-0.000095,-0.000157,1.000000,-1.184529,-0.038883,0.351033,0.000013,0.000011,0.000016,1.000000,-1.029634,-0.147360,0.885909
153,1.275000,-0.000105,-0.000143,-0.000164,1.000000,-1.184519,-0.038892,0.351029,0.000037,0.000006,-0.000005,1.000000,-1.029622,-0.147361,0.885922
154,1.283000,0.000005,-0.000102,-0.000290,1.000000,-1.184514,-0.038879,0.351031,0.000017,0.000004,0.000002,1.000000,-1.029631,-0.147343,0.885904
155,1.292000,0.000022,-0.000082,-0.000132,1.000000,-1.184516,-0.038883,0.351028,0.000025,-0.000006,0.000002,1.000000,-1.029620,-0.147346,0.885933
156,1.300000,-0.000013,-0.000094,0.000038,1.000000,-1.184531,-0.038886,0.351028,0.000035,0.000008,-0.000011,1.000000,-1.029623,-0.147345,0.885929
157,1.308000,0.000004,-0.000119,0.000013,1.000000,-1.184517,-0.038883,0.351034,0.000024,0.000018,0.000005,1.000000,-1.029621,-0.147341,0.885911
158,1.317000,-0.000028,-0.000138,-0.000203,1.000000,-1.184513,-0.038870,0.351033,0.000021,0.000018,0.000015,1.000000,-1.029615,-0.147335,0.885902
159,1.325000,-0.000008,-0.000124,-0.000185,1.000000,-1.184514,-0.038886,0.351029,0.000018,0.000025,0.000028,1.000000,-1.029615,-0.147341,0.885910
160,1.333000,0.000011,-0.000107,-0.000133,1.000000,-1.184524,-0.038879,0.351032,0.000029,0.000002,-0.000011,1.000000,-1.029621,-0.147347,0.885934
161,1.342000,-0.000078,-0.000076,-0.000013,1.000000,-1.184528,-0.038879,0.351038,0.000038,-0.000001,-0.000018,1.000000,-1.029631,-0.147357,0.885937
162,1.350000,-0.000015,-0.000103,-0.000177,1.000000,-1.184533,-0.038875,0.351040,0.000016,-0.000006,0.000027,1.000000,-1.029648,-0.147352,0.885925
163,1.358000,0.000044,-0.000102,-0.000216,1.000000,-1.184525,-0.038895,0.351036,0.000027,0.000003,-0.000015,1.000000,-1.029625,-0.147364,0.885935
164,1.367000,-0.000037,-0.000101,-0.000221,1.000000,-1.184525,-0.038892,0.351036,0.000032,0.000010,0.000013,1.000000,-1.029618,-0.147348,0.885942
165,1.375000,-0.000038,-0.000078,-0.000156,1.000000,-1.184517,-0.038886,0.351033,0.000039,0.000005,0.000004,1.000000,-1.029615,-0.147347,0.885941
166,1.383000,-0.000048,-0.000111,-0.000116,1.000000,-1.184524,-0.038867,0.351037,0.000044,-0.000009,-0.000027,1.000000,-1.029620,-0.147347,0.885936
167,1.392000,-0.000007,-0.000084,-0.000053,1.000000,-1.184536,-0.038865,0.351047,0.000015,0.000019,-0.000003,1.000000,-1.029620,-0.147343,0.885912
168,1.400000,-0.000083,-0.000082,-0.000126,1.000000,-1.184526,-0.038862,0.351048,0.000011,0.000020,0.000017,1.000000,-1.029624,-0.147346,0.885905
169,1.408000,-0.000017,-0.000097,-0.000267,1.000000,-1.184518,-0.038872,0.351035,0.000059,0.000015,-0.000003,1.000000,-1.029611,-0.147365,0.885918
170,1.417000,-0.000035,-0.000137,-0.000223,1.000000,-1.184526,-0.038878,0.351030,0.000054,0.000001,-0.000008,1.000000,-1.029621,-0.147366,0.885922
171,1.425000,0.000004,-0.000121,-0.000049,1.000000,-1.184546,-0.038890,0.351033,0.000013,0.000002,0.000025,1.000000,-1.029636,-0.147354,0.885916
172,1.433000,-0.000036,-0.000104,-0.000046,1.000000,-1.184540,-0.038875,0.351033,0.000016,0.000015,0.000005,1.000000,-1.029624,-0.147352,0.885913
173,1.442000,-0.000051,-0.000089,-0.000192,1.000000,-1.184523,-0.038872,0.351030,0.000051,0.000039,-0.000020,1.000000,-1.029597,-0.147365,0.885919
174,1.450000,-0.000105,-0.000148,-0.000233,1.000000,-1.184519,-0.038867,0.351028,0.000043,0.000025,0.000007,1.000000,-1.029601,-0.147349,0.885933
175,1.458000,-0.000068,-0.000134,-0.000169,1.000000,-1.184520,-0.038878,0.351028,0.000039,0.000018,0.000002,1.000000,-1.029607,-0.147345,0.885931
176,1.467000,-0.000034,-0.000124,-0.000108,1.000000,-1.184528,-0.038862,0.351035,0.000002,0.000017,0.000017,1.000000,-1.029619,-0.147340,0.885913
177,1.475000,-0.000049,-0.000119,-0.000214,1.000000,-1.184522,-0.038871,0.351033,-0.000010,-0.000004,0.000028,1.000000,-1.029624,-0.147339,0.885917
178,1.483000,-0.000030,-0.000141,-0.000254,1.000000,-1.184523,-0.038885,0.351034,0.000024,0.000020,0.000012,1.000000,-1.029631,-0.147359,0.885918
179,1.492000,0.000004,-0.000126,-0.000298,1.000000,-1.184527,-0.038894,0.351033,0.000047,0.000011,0.000002,1.000000,-1.029623,-0.147371,0.885922
180,1.500000,-0.000059,-0.000153,-0.000164,1.000000,-1.184529,-0.038894,0.351029,0.000058,0.000010,-0.000018,1.000000,-1.029614,-0.147374,0.885923
181,1.508000,-0.000063,-0.000121,-0.000131,1.000000,-1.184518,-0.038878,0.351029,0.000039,0.000002,-0.000009,1.000000,-1.029611,-0.147361,0.885926
182,1.517000,-0.000042,-0.000105,-0.000094,1.000000,-1.184521,-0.038875,0.351029,-0.000010,0.000008,0.000023,1.000000,-1.029625,-0.147339,0.885916
183,1.525000,-0.000037,-0.000084,-0.000140,1.000000,-1.184516,-0.038874,0.351033,0.000010,0.000024,0.000037,1.000000,-1.029614,-0.147338,0.885909
184,1.533000,-0.000013,-0.000108,-0.000163,1.000000,-1.184503,-0.038879,0.351032,0.000041,0.000017,0.000017,1.000000,-1.029603,-0.147352,0.885929
185,1.542000,0.000019,-0.000088,-0.000234,1.000000,-1.184515,-0.038887,0.351031,-0.000001,-0.000003,0.000060,1.000000,-1.029629,-0.147340,0.885921
186,1.550000,0.000111,-0.000045,-0.000190,1.000000,-1.184523,-0.038893,0.351031,0.000039,-0.000004,0.000009,1.000000,-1.029618,-0.147360,0.885928
187,1.558000,-0.000033,-0.000097,-0.000071,1.000000,-1.184515,-0.038893,0.351034,0.000057,0.000008,-0.000027,1.000000,-1.029617,-0.147365,0.885917
188,1.567000,0.000003,-0.000099,-0.000158,1.000000,-1.184515,-0.038878,0.351036,0.000059,0.000011,-0.000026,1.000000,-1.029607,-0.147359,0.885921
189,1.575000,-0.000059,-0.000133,-0.000002,1.000000,-1.184518,-0.038886,0.351029,0.000046,0.000005,0.000005,1.000000,-1.029610,-0.147356,0.885935
190,1.583000,-0.000015,-0.000106,-0.000094,1.000000,-1.184524,-0.038888,0.351027,-0.000002,0.000012,0.000046,1.000000,-1.029621,-0.147342,0.885919
191,1.592000,-0.000059,-0.000096,-0.000073,1.000000,-1.184512,-0.038887,0.351027,0.000027,0.000024,0.000016,1.000000,-1.029604,-0.147344,0.885928
192,1.600000,-0.000009,-0.000110,-0.000197,1.000000,-1.184508,-0.038875,0.351028,0.000064,0.000030,-0.000022,1.000000,-1.029599,-0.147352,0.885922
193,1.608000,-0.000017,-0.000079,-0.000081,1.000000,-1.184509,-0.038881,0.351027,0.000061,0.000021,-0.000028,1.000000,-1.029608,-0.147352,0.885918
194,1.617000,0.000031,-0.000099,-0.000033,1.000000,-1.184523,-0.038884,0.351039,0.000061,0.000013,-0.000025,1.000000,-1.029616,-0.147354,0.885920
195,1.625000,0.000005,-0.000087,0.000038,1.000000,-1.184519,-0.038895,0.351038,0.000038,0.000007,-0.000017,1.000000,-1.029606,-0.147356,0.885926
196,1.633000,-0.000014,-0.000055,-0.000036,1.000000,-1.184515,-0.038890,0.351032,0.000038,0.000014,-0.000011,1.000000,-1.029598,-0.147357,0.885925
197,1.642000,-0.000031,-0.000103,-0.000067,1.000000,-1.184508,-0.038886,0.351030,0.000044,0.000011,0.000001,1.000000,-1.029607,-0.147354,0.885928
198,1.650000,-0.000008,-0.000107,-0.000079,1.000000,-1.184525,-0.038878,0.351029,0.000033,-0.000002,-0.000017,1.000000,-1.029616,-0.147348,0.885927
199,1.658000,-0.000021,-0.000094,0.000022,1.000000,-1.184513,-0.038882,0.351033,0.000033,-0.000004,-0.000005,1.000000,-1.029617,-0.147349,0.885931
200,1.667000,-0.000087,-0.000067,0.000103,1.000000,-1.184512,-0.038891,0.351031,0.000058,0.000008,-0.000034,1.000000,-1.029605,-0.147359,0.885920
201,1.675000,-0.000032,-0.000070,-0.000008,1.000000,-1.184513,-0.038880,0.351034,0.000050,0.000007,-0.000014,1.000000,-1.029607,-0.147356,0.885928
202,1.683000,-0.000016,-0.000115,0.000022,1.000000,-1.184522,-0.038880,0.351034,0.000056,0.000011,-0.000004,1.000000,-1.029607,-0.147345,0.885932
203,1.692000,-0.000063,-0.000127,0.000141,1.000000,-1.184510,-0.038871,0.351031,0.000013,0.000015,0.000032,1.000000,-1.029620,-0.147323,0.885917
204,1.700000,0.000068,-0.000075,0.000062,1.000000,-1.184515,-0.038872,0.351035,0.000050,0.000026,-0.000024,1.000000,-1.029597,-0.147346,0.885911
205,1.708000,-0.000048,-0.000061,0.000102,1.000000,-1.184520,-0.038886,0.351039,0.000045,0.000020,-0.000008,1.000000,-1.029607,-0.147351,0.885917
206,1.717000,-0.000040,-0.000102,-0.000040,1.000000,-1.184513,-0.038884,0.351041,0.000051,0.000022,0.000001,1.000000,-1.029606,-0.147356,0.885911
207,1.725000,-0.000102,-0.000089,-0.000020,1.000000,-1.184502,-0.038881,0.351031,0.000070,0.000024,-0.000007,1.000000,-1.029601,-0.147356,0.885904
208,1.733000,-0.000034,-0.000118,-0.000080,1.000000,-1.184507,-0.038880,0.351034,0.000068,0.000022,-0.000016,1.000000,-1.029592,-0.147350,0.885904
209,1.742000,0.000051,-0.000067,0.000017,1.000000,-1.184509,-0.038889,0.351032,0.000052,0.000022,-0.000025,1.000000,-1.029600,-0.147339,0.885907
210,1.750000,-0.000054,-0.000086,0.000130,1.000000,-1.184510,-0.038885,0.351025,0.000056,0.000040,-0.000008,1.000000,-1.029597,-0.147339,0.885905
211,1.758000,-0.000050,-0.000124,0.000085,1.000000,-1.184496,-0.038877,0.351017,0.000040,0.000028,0.000025,1.000000,-1.029603,-0.147335,0.885894
212,1.767000,-0.000075,-0.000096,0.000020,1.000000,-1.184502,-0.038885,0.351014,0.000058,0.000014,-0.000014,1.000000,-1.029596,-0.147349,0.885901
213,1.775000,-0.000020,-0.000133,0.000018,1.000000,-1.184498,-0.038897,0.351017,0.000057,0.000023,-0.000018,1.000000,-1.029607,-0.147351,0.885903
214,1.783000,-0.000042,-0.000140,0.000040,1.000000,-1.184499,-0.038900,0.351012,0.000043,0.000006,0.000002,1.000000,-1.029607,-0.147343,0.885918
215,1.792000,-0.000029,-0.000110,0.000023,1.000000,-1.184496,-0.038882,0.351006,0.000064,0.000015,-0.000005,1.000000,-1.029603,-0.147350,0.885913
216,1.800000,-0.000054,-0.000139,0.000056,1.000000,-1.184503,-0.038886,0.351011,0.000058,0.000012,-0.000030,1.000000,-1.029608,-0.147363,0.885913
217,1.808000,0.000022,-0.000129,-0.000020,1.000000,-1.184511,-0.038895,0.351021,0.000011,0.000019,0.000008,1.000000,-1.029616,-0.147350,0.885902
218,1.817000,0.000035,-0.000120,0.000052,1.000000,-1.184499,-0.038910,0.351022,0.000045,0.000035,-0.000016,1.000000,-1.029592,-0.147359,0.885906
219,1.825000,-0.000030,-0.000105,0.000046,1.000000,-1.184485,-0.038895,0.351016,0.000051,0.000028,0.000006,1.000000,-1.029592,-0.147346,0.885909
220,1.833000,-0.000014,-0.000069,0.000141,1.000000,-1.184494,-0.038885,0.351018,0.000052,0.000032,-0.000001,1.000000,-1.029591,-0.147350,0.885911
221,1.842000,0.000011,-0.000087,0.000115,1.000000,-1.184511,-0.038880,0.351023,0.000019,0.000029,-0.000000,1.000000,-1.029606,-0.147335,0.885897
222,1.850000,0.000031,-0.000094,0.000038,1.000000,-1.184500,-0.038879,0.351021,0.000052,0.000045,-0.000025,1.000000,-1.029587,-0.147347,0.885897
223,1.858000,0.000034,-0.000062,-0.000149,1.000000,-1.184495,-0.038881,0.351022,0.000058,0.000035,-0.000026,1.000000,-1.029598,-0.147348,0.885908
224,1.867000,-0.000073,-0.000111,-0.000042,1.000000,-1.184507,-0.038897,0.351015,0.000045,0.000006,0.000007,1.000000,-1.029616,-0.147357,0.885926
225,1.875000,-0.000013,-0.000056,0.000109,1.000000,-1.184522,-0.038894,0.351014,0.000048,-0.000010,-0.000036,1.000000,-1.029620,-0.147362,0.885916
226,1.883000,0.000016,-0.000076,0.000133,1.000000,-1.184524,-0.038888,0.351027,0.000056,0.000001,-0.000059,1.000000,-1.029613,-0.147357,0.885912
227,1.892000,-0.000016,-0.000079,0.000076,1.000000,-1.184501,-0.038884,0.351027,0.000067,0.000019,-0.000061,1.000000,-1.029593,-0.147352,0.885910
228,1.900000,-0.000002,-0.000127,0.000013,1.000000,-1.184494,-0.038899,0.351020,0.000040,0.000028,-0.000010,1.000000,-1.029584,-0.147347,0.885922
229,1.908000,0.000038,-0.000108,-0.000100,1.000000,-1.184489,-0.038889,0.351019,0.000038,0.000023,0.000014,1.000000,-1.029592,-0.147335,0.885920
230,1.917000,-0.000117,-0.000096,0.000018,1.000000,-1.184493,-0.038880,0.351021,0.000052,0.000021,0.000004,1.000000,-1.029591,-0.147342,0.885911
231,1.925000,-0.000048,-0.000107,-0.000066,1.000000,-1.184508,-0.038869,0.351020,0.000067,0.000022,-0.000042,1.000000,-1.029604,-0.147354,0.885911
232,1.933000,0.000025,-0.000073,-0.000080,1.000000,-1.184512,-0.038896,0.351026,0.000061,0.000014,-0.000056,1.000000,-1.029607,-0.147365,0.885917
233,1.942000,0.000020,-0.000085,-0.000138,1.000000,-1.184514,-0.038905,0.351033,0.000052,0.000019,-0.000014,1.000000,-1.029606,-0.147363,0.885923
234,1.950000,-0.000024,-0.000088,-0.000052,1.000000,-1.184500,-0.038911,0.351029,0.000059,0.000014,0.000006,1.000000,-1.029604,-0.147369,0.885927
235,1.958000,-0.000052,-0.000084,0.000015,1.000000,-1.184509,-0.038888,0.351028,0.000058,0.000024,-0.000022,1.000000,-1.029611,-0.147357,0.885924
